Transcript,Sentiment
"BUT FOR SOMEONE LIKE ME WHO LOVES HORROR MOVIES
",POSITIVE
"AND LIKE I DO JUMP 
",POSITIVE
"BUT I DONT EXACTLY GET SCARED 
",NEGATIVE
"SO I THINK IM LIKE IMMUNE TO THEM 
",NEGATIVE
"AND THE ONLY HE MO FILM THAT IM REALLY SCARED ABOUT IS SMALL SOLDIERS
",NEGATIVE
"I JUST THATS FREAKY AS HELL YEHA
",POSITIVE
" BUT INSIDIOUS UM STAR REALLY GOOD 
",POSITIVE
"LIKE IT CRACKED ON STREIGHT AWAY WITH WHAT THE HELL IS GOING ON 
",NEGATIVE
"LIKE IT DOSNT JUST LIKE AND I WAS AT UM THERES A PROBLEM THERES A STORY LIKE ADN ITS LIKE STREIGHT AWAY FUN STORYLINE STARTED
",POSITIVE
"AND SOME OF THE ACTING IS A LITTLE BIT LIKE OH MY GOD YOU WOULDNT REALLY DO THAT
",NEGATIVE
"BUT THATS LIKE OLD MOVIES ITS JUST LIKE I WOULDNT SAY BAD CASTING
",NEGATIVE
"BUT ITS JUST SOMETIMES ITS JUST A LITTLE BIT LIKE OH GOD THEY REALY SHOULDNT HAVE DONE THAT CRINGE 
",NEGATIVE
"UM BUT REALLY GOOD
",POSITIVE
"LIKE REALLY JUMPED ME MY FRIEND
",NEGATIVE
"AND SHE WANTED TO GO HOME AND THATS LIKE SEEING A LOT FOR HER COZ SHE LIKES HORROR MOVIES AS MUCH AS I DO 
",NEGATIVE
"BUT IT REALLY SURPRISED AS I SAID WHAT YOU WANNA GO HOME 
",NEGATIVE
"HUH BUT I AM IT WAS JUMPY
",NEGATIVE
"I JUMPED HELL OF A LOT TIMES
",POSITIVE
"AND I WOULD GO TO THE CINEMA AGAIN TO SEE IT 
",POSITIVE
"BECAUSE THAT ATMOSPHERE LIKE EVERYONE JUST SCREEAMS 
",POSITIVE
"AND JUST AND ITS JUST ITS SO FUNNY
",POSITIVE
"UM SOMETHING LIKE WHAT I DO LIKE IF I JUMP A LOT
",POSITIVE
"HAH SO EVERYONE LIKE EVERYONE IN CINEMA WAS KIND LIKE ME 
",POSITIVE
"BECAUSE EVERYTIME THAT WAS LIKE A JUMP EVERYONE JUMPED
",POSITIVE
"YOU COULD FEEL THE JUMP IN 
",POSITIVE
"AND EVERYONE WAS LAUGHING AFTERWARDS
",POSITIVE
"I THINK THATS HOW THEY COPE WITH GETTING JUM LIKE SCARED AND JUMP AND STUFF
",POSITIVE
"FROM THERE IT DOES GET A BIT LIKE HUH NOT AS REAL AS WHAT HAS BEEN GOING ON
",NEGATIVE
"ITS KIND OF LIKE QUITE FAKE LIKE I JUST I COULDNT BELIEVE IT I WAS LIKE WHAT WHAT ARE YOU DOING
",NEGATIVE
"BECAUSE THERE IS PEOPLE THAT WANNA GO AND SEE IT HAVENT SEEN IT YET AND MIGHT SEE THIS VIDEO 
",POSITIVE
"I JUST GOT BACK FROM THE MOVIE THEATERS TO GO SEE A MOVIE IVE BEEN WAITING PROBABLY ABOUT A YEAR AND A HALF TO TWO YEARS FOR
",POSITIVE
" IF YOU ARE AS BIG A FAN OF DISNEY AS I AM
",POSITIVE
"YOU KNOW OF COURSE I WAS WAITHING FOR THE PRINCESS AND THE FROG
",POSITIVE
" I HAD SOME HIGH EXP O MAYBE NOT HIGH EXPECTATIONS PER SE BUT I WAS DEFINATELY EXPECTING THIS TO BE A GOOD MOVIE
",POSITIVE
"AND OH OH MY GOSH I WAS BLOWN AWAY
",POSITIVE
"ANYWAY OH YOU CAN SEE IM STILL SPEECHLESS THIS MOVIE WAS JUST BEAUTIFUL
",POSITIVE
"IT WAS INCREDIBLE SEE ALL THE DIFFERENT COLOR PALETTES SMOOTH HAND DRAWN ANIMATION YOU KNOW 
",POSITIVE
"THEY ARENT DOING SO WELL BROTHER BEAR
",NEGATIVE
"SO UM I GUESS PEOPLE JUST WANT TO SEE UM COMPUTER ANIMATED FILMS FROM NOW ON 
",NEGATIVE
"I PERSONALLY I LIKED ATLANTIS
",POSITIVE
"I LIKED LILO AND STICH 
",POSITIVE
"I DIDNT REALLY I MEAN TRASURE PLANET WAS OK 
",NEGATIVE
"I DIDNT REALLY LIKE BA BROTHER BEAR
",NEGATIVE
"AND I HATED HOME ON THE RANGE
",NEGATIVE
"IT WAS OH I COULDNT EVEN WATCH IT
",NEGATIVE
" OH GOD WHY DID I WATCH THAT MOVIE
",NEGATIVE
"PROBABLY WIDELY CONSIDERED TO BE ONE OF THE FAILED ONE OF THE MOST FAILED MOVIES OF THE XMEN FRANCHISE
",NEGATIVE
"FIRST OF ALL ID LIKE TO SAY LITTLE WOLVER JAMES OR JIMMY HES SO CUTE HES SO XXX 
",POSITIVE
"IM PRETTY SURE THE FIRST TIME IT HAPPEND YOU WOULD BE KINDA FREAKED OUT THE WHOLE TIME YOU KNOW
",NEGATIVE
"SIGH I LOVE WHEN THEY SHOW ALL THE THE WAR SCENES ALL THE THE TIME THEY SPENT IN THE MILITARY AND SHIT
",POSITIVE
"THATS FREAKING EPIC 
",POSITIVE
"AND I LIKE HOW IT SHOWS
",POSITIVE
"ITS PRETTY SIC
",POSITIVE
"I LOVE THE NAME WADE
",POSITIVE
"BUT I DO NOT TAKE RYAN REYNOLDS SERIOUSLY FOR SHIT IN THIS MOVIE
",NEGATIVE
" I LOVE HIM AS AN ACTOR BASED ON HIS LOOKS AS A ACTUAL TALENTED ACTOR NO
",NEGATIVE
" LAUGHING HE CERTAINLY DOESNT FIT THE BILL EITHER FOR ANY MARVEL MOVIE UM ZERO
",NEGATIVE
" AFTER HE BUSTS ALL HIS CAPS IN THE AIR AND RANS AND ALL THE DEAD BODIES FALL AROUND HIM FUCKING SICK 
",POSITIVE
"SAME WITH UM WADES UH SWORD SCENE WHERE HES LIKE SOUND EFFECTS ITS FREAKING EPIC 
",POSITIVE
"UM LIP SMACKING SIGH HM MARVEL ONCE AGAIN DECIDED TO TOSS ANOTHER RANDOM BITCH IN THIS MOVIE WOLVERINES BITCH
",NEGATIVE
"THE RANDOM BITCH THAT NOBODY KNOWS WHERE THE FUCK SHE CAME FROM WHY MARVEL WHY DO YOU INSIST ON TORTURING ME
",NEGATIVE
"LIP SMACKING ANYWAY LIP SMACKING I LOVE SABRE TOOTH IN THIS MOVIE
",POSITIVE
"HE WAS FUCKING EPIC
",POSITIVE
" LIEB SCHRIEVER OR HOWEVER THE FUCK YOU SAY HIS NAME IS A FUCKING TREMENDOUSLY AWESOME ACTOR
",POSITIVE
"IVE NEVER SEEN HIM IN ANYTHING ELSE
",POSITIVE
"BUT IN THIS OH MY GOD I LOVE YOU
",POSITIVE
"AND YOU PROBABLY DID THE BEST PORTRAYAL OF SABRE TOOTH EVER
",POSITIVE
"ALTHOUGH I DO AGREE THAT THE LOOK COULD HAVE BEEN CHANGED TO FIT THE ACTUAL SABRE TOOTHS LIKE WITH THE RIGHT HAIR
",NEGATIVE
"UM WE I LOVE THE SCENE WHERE SABRE TOOTH THROWS WOLVERINE INTO THE TRUCK THAT FEEL GOOD JACKOFF
",POSITIVE
"XXX SEEING RED RIDING HOOD FOR A REALLY LONG TIME 
",POSITIVE
"AND UM ILL JUST SAY OVERALL IF I THINK IT WAS GOOD 
",POSITIVE
" BUT UM I LIKED IT
",POSITIVE
"I THOUGHT IT COULD BE REALLY BAD UM BUT IT DIDNT LOOK LIKE IT WOULD BE BUT IT COULDVE BEEN
",NEGATIVE
"UM I LIKE DID I THOUGHT CATHERINE HARDWICKE DID A GOOD JOB 
",POSITIVE
"AND UM I LIKED YOU KNOW CATHERINE HARDWICKE IS LIKE YOU KNOW KIND OF RIDICULOUS
",NEGATIVE
"AND SHE WAS KIND OF WIERD DURING TWILIGHT
",NEGATIVE
"BUT UM I I LIKE SEEING UM FEMALE DIRECTORS BECAUSE THERE ARENT THAT MANY COMPARE TO YOU KNOW GUY DIRECTORS
",POSITIVE
"SO THE MORE LIKE WOMEN DIRECTORS THAT I SEE YOU KNOW I I I LIKE SEEING THAT
",POSITIVE
"SO UM I THOUGHT SHE DID GREAT WITH THIS MOVIE
",POSITIVE
"UM ANYWAY I WOULD SAY JUST YOU GO AND SEE IT IF YOU WERE THINKING ABOUT SEEING IT BUT YOU WERENT SURE IF IT WOULD BE WORTH SEEING
",POSITIVE
"UM I SAY GO SEE IT COZ I I ENJOYED IT NOW 
",POSITIVE
" UM I HM I DONT LIKE WELL I DONT KNOW IF I WANNA SAY I DONT LIKE THIS BUT I WISH THAT IT WOULDVE BEEN DIFFERENT WHO THE WOLF ACTUALLY TURNED OUT TO BE
",NEGATIVE
"UM I JUST I WOULDVE LIKE ME AND LOUIS WERE SAYING WE WERE THINKING THE WHOLE TIME LIKE WHO COULDVE BE WHO COULDVE BE 
",NEGATIVE
"I DONT KNOW HOW TO LIKE TELL YOU WHO HE IS COZ YOURE GONNA BE LIKE THAT DOESNT NARROW IT DOWN AT ALL
",NEGATIVE
" ITS JUST LIKE THIS THIS CHARACTER WHOS KIND OF RANDOM
",NEGATIVE
"AND HE I DONT I THINK HE MAYBE HE GOT MAD WHEN HAH I DONT KNOW
",NEGATIVE
"UM BUT YEAH WHATEVER UM HE WE THOUGHT IT WOULD BE HIM BECAUSE THEY WERENT SHOWING HIM A LOT BUT THEY SHOWED HIM ENOUGH TO THEY KIND OF BE LIKE OH IT WAS HIM IN THE END
",POSITIVE
" UM A I WISH WE WISHED THAT IT WOULDVE BEEN UM THE GUY
",NEGATIVE
"UM WE WISHED IT WOULDVE BEEN PETER BECAUSE IT WOULDVE MADE SENSE THROAT CLEANING THAT UM PETER
",NEGATIVE
"LIKE WE WANTED TO BE THAT SHE KNEW UM AMANDA SEYFRIEDS CHARACTER KNEW IT WAS PETER BUT WAS PRETENDING THAT SHE DIDNT SO THAT SHE GOT A REASON TO RUN AWAY WITH HIM AND THEY COULD BE TOGETHER
",POSITIVE
"AND IT WOULD MAKE SENSE 
",POSITIVE
"AND AND WE KIND OF WANTED IT TO BE LIKE BUT EXEPT NOT THAT OBVOIOUS BUT THAT WOULDVE BEEN GOOD RIGHT LIKE COZ THAT IT WOULD GIVE THAM A REASON COZ THEY WANTED TO GET MARRIED BUT THEY COULDNC BECAUSE SHE WAS GONNA MARRY THE OTHER GUY
",POSITIVE
"AND ANOTHER THING THE OTHER GUY SHE WAS SUPPOSED TO MARRY WAS A HUNDRED TIMES BETTER LOOKING THAN PETER
",NEGATIVE
"WAS NICER THAN PETER
",POSITIVE
"I WAS SAYING IF SHES NOT GONNA MARRY HIM I WILL
",POSITIVE
"BECAUSE I THOUGHT HE WAS UM PETER WAS ANNOYING
",NEGATIVE
" I DIDNT LIKE PETER 
",NEGATIVE
"WHO HAVE NAMED THEMSELVES AFTER THE PLACES UM TO WHICH THEY HAVE TRAVELED IN WHICH I THINK IS A REALLY NICE XXX
",POSITIVE
"THE UM CROSS OF PERSONALITY IS REALLY UM CHARISMATIC AND DYNAMIC
",POSITIVE
"UM IT JUST GOES TO SHOW THAT YOU REALLY CANT TRUST ANYONE IN THIS SITUATION
",NEGATIVE
" ZOMBIELAND IS A REALLY SUCESSFUL HORROR COMEDY
",POSITIVE
" AS IT CONTAINS UM REA REALLY WELL DONE AND FAITHFUL HOMAGES TO THE ZOMBIE HORROR SUB GANRE
",POSITIVE
"AND UM WHILE ALSO MAINTAINS ITS KIND OF DETACHED UM SATIRE OF THE GENRE
",POSITIVE
"BUT ITS REALLY WELL DONE
",POSITIVE
" BECAUSE UM YOU REALLY WANNA SEE IT FOR YOURSELF
",POSITIVE
"UM ITS BASICALLY A UM SLOW MOTION SHOW CASE OF DIFFERENT EVENTS
",POSITIVE
"THIS CREDIT SEQUENCE I THINK IS THE BEST CREDIT SEQUENCE UM SINCE WATCHMAN
",POSITIVE
"AND I HONESTLY THINK IF WE HADNT HAVE SEEN WATCHMAN THIS WOULD BE THE BEST CREDIT SEQUENCE OF THE YEAR
",POSITIVE
"YEAH IT REALLY IS GOOD I MEAN
",POSITIVE
"IT USES UM AND THIS JUST DOESNT APPLY TO THE UM UM CREDIT SE SEQUENCE ON IT OWN BUT APPIES TO THE MOVIE AS A WHOLE IT REALLY KNOWS HOW TO USE S SLOW MOTION WITHOUT MAKING IT A GIMMICK
",POSITIVE
" THE SEQUENCES OF THE BEGINNING OF THE FILM WHICH FEATURES COLUMBUS EXZPLAINING SOME OF HIS RULES UM TO SURVIVING A ZOMBIE APOCALIPSE ARE REALLY WELL DONE
",POSITIVE
" THE XXX SEQUENCE IS REALLY WELL DONE
",POSITIVE
"BUT ITS A VERY KIND OF UM STYLISTIC EDGE ON IT
",POSITIVE
"IT ITS ALMOST LIKE UM IMAGINING TARANTINO DIRECTED A ZOMBIE MOVIE
",POSITIVE
"AND THE STYLE OF THE FILM LIKE THE UM THE FREE STREAMS OF SLOW MOTION THE UM THE JUMP COOKS AND ALL THAT STUFF FEELS VERY KIND OF UM TARANTINO ASK 
",POSITIVE
" THIS MOVIE WAS HORRIBLE 
",NEGATIVE
"NICHOLAS CAGE SHOULD NOT DO THESE KIND OF MOVIES
",NEGATIVE
"HES ALWAYS IN THESE KINDS OF MOVIES ALL THIS SORCERER WITCH VOODOO KIND OF MOVIES
",POSITIVE
"AND ITS GETTING REALLY TIRING
",NEGATIVE
" HES HORRIBLE AT IT
",NEGATIVE
"NO ONE TAKES HIM SERIOUSLY
",NEGATIVE
" W W W WHEN HES ONSCREEN I WANT TO PUNCH HIM IN THE FACE
",NEGATIVE
"HES VERY BORING
",NEGATIVE
"HE WA HE WAS VERY ANNOYING 
",NEGATIVE
"HE DIDNT KNOW WHAT HE WAS TALKING ABOUT
",NEGATIVE
"AND I WAS SITTING IN THE THEATRE SLEEPING
",NEGATIVE
" HE WAS VERY GOOD IN HELLBOY
",POSITIVE
"BUT IN THIS MOVIE HE WASNT GOOD AT ALL
",NEGATIVE
"I I I DIDNT REALLY CARE FOR HIS CHARACTER AT ALL
",NEGATIVE
"HES VERY BORING AS WELL
",NEGATIVE
"WHOLE MOVIES VERY BORING
",NEGATIVE
"IT MADE NO SENSE 
",NEGATIVE
"I DIDNT REALLY CARE ABOUT IT AT ALL
",NEGATIVE
"I HAD NO IDEA WHY I EVEN SAW THIS MOVIE
",NEGATIVE
"UH THE TRAILER LOOKED LIKE IT COULD BE A LITTLE G GOOD
",POSITIVE
"BUT WHEN I SAW IT WAS JUST TOTALLY BORING
",NEGATIVE
"BUT IT WASNT REALLY MADE WELL 
",NEGATIVE
"AND THIS IS THE WORST BY FAR
",NEGATIVE
" IT WAS VERY VERY VERY BORING
",NEGATIVE
"MADE NO SENSE
",NEGATIVE
"ACTION SCENSE WERE VERY DUMB
",NEGATIVE
"I HATED IT
",NEGATIVE
" BUT THE LAST HALF HOUR OF THE MOVIE IT FELT LIKE THEY HAD ADDED LIKE A CGI ORGASM 
",NEGATIVE
"YOU KNOW THEY JUST TRIED UH WITH THE CGI THAT THEY PUT T T T THEY THEY THREW SO MUCH CGI AT YOU
",NEGATIVE
"AND IT WAS AWFUL
",NEGATIVE
" LIKE IT WAS LIKE SPEWING CGI LAST HALF HOUR OF THE MOVIE
",NEGATIVE
" LIKE EVERY SINGLE SCENE WAS CGI
",NEGATIVE
"IT WAS TERRIBLE
",NEGATIVE
" I HATED IT
",NEGATIVE
"I WAS SITTING THERE IN THE THEATRE LAUGHING HOW BAD THE MOVIE WAS AT SOME POINTS
",NEGATIVE
"UH HUH HOW ABOUT THE ACTING AND THE ACTION WAS WAS JUST SO DULL
",NEGATIVE
"AND BORING
",NEGATIVE
"DO NOT SEE THIS MOVIE 
",NEGATIVE
"SEASON OF THE WITCH WAS HORRIBLE ACTING
",NEGATIVE
"DULL 
",NEGATIVE
"JUST DONT SEE THIS MOVIE
",NEGATIVE
" I DONT KNOW WHY I EVEN SAW IT
",NEGATIVE
"SO SEASON OF THE WITCH IS RATED 3 OUT OF 10 
",NEGATIVE
" I MEAN IT STARTS OUT REALLY SLOW
",NEGATIVE
"BUT OVERALL UM GO SEE IT
",POSITIVE
"IT WAS A COOL MOVIE
",POSITIVE
"THE ACTING WAS ALLRIGHT
",POSITIVE
"UM I THOUGHT THEY CASTED KIND OF WELL
",POSITIVE
"BUT WHAT REALLY THREW ME OFF WAS THE DIALOGUE VERY CHEEZY DIALOGUE
",NEGATIVE
"OH MY GOD THE WHOLE MOVIE HAD A REALLY DRY DIALOGUE
",NEGATIVE
"THERE WERE A COUPLE FUNNY PARTS
",POSITIVE
"BUT I DONT THINK THE HUMOUR REDEEMED THE MOVIE FROM BEING SO BAD IN THE DIALOGUE DEPARTMENT
",NEGATIVE
"WHOEVER WROTE THIS ISNT THE WRITER DEFINATELLY
",NEGATIVE
"BUT OVERALL I ENJOYED IT
",POSITIVE
"THE THE WHOLE MOVIE I WAS YOU KNOW THINKING THIS ISN AS BAD AS IVE HEARD AND IT WASNT 
",POSITIVE
"UM AND THE MOVIE WAS PRETTY SHORT
",NEGATIVE
"AND THE DIALOGUE THREW ME OFF
",NEGATIVE
" OTHER THAN THAT UM I THINK IT WAS AND OK MOVIE
",POSITIVE
" DEFINATELLY A LITTLE BIT ABOVE AVERAGE
",POSITIVE
" I DONT THINK ITS AS BAD AS YOU PROBABLY READ ON REVIEWS
",POSITIVE
"SO YEAH GO SEE IT
",POSITIVE
"THE LAST MINUTE TITLE THAT THEY THREW ON AT THE THEATERS
",NEGATIVE
" DREAMWORKS IS CONFUSING ME
",NEGATIVE
" THEY SOLVED THIS DILEMMA BY REMOVING THE PAST WITHIN ITS A WONDERFUL LIFE TWIST COURTECY OF NEW BETTY RUMPELSTILTSKIN
",NEGATIVE
"EVERYTHING THAT HAPPENED IN SHREK 1 2 AND 3 ARE WIPED AWAY
",POSITIVE
"NOT A BAD IDEA FOR A SEQUEL
",POSITIVE
"BUT ALSO NOT VERY ORIGINAL
",NEGATIVE
" SHREK 4 MISSES OUT ON THE MAGIC THAT MADE THE FIRST FILM A REAL JOY TO VIEW
",POSITIVE
"GONE ARE THE WICKEDLY SATIRICAL STAND UPS OF THE WORLD OF FAIRY TALES
",NEGATIVE
"AND ALSO THE CUTE WINGS TO POP CULTURE
",POSITIVE
"AND THEIR PLACE IS A RUN OF THE MILL ANIMATED ACTION ADVENTURE PLOT WITH A FEW CHUCKLES TROWN IN
",NEGATIVE
" IT SEEMS LIKE THE WRITERS AND CREATORS TOOK THE EASY WAY OUT
",NEGATIVE
" IF AWARD FOR THE GREAT CHARACTERS OF SHREK IN HIS SUPPORTING CAST THEY ARE STILL VOICED BY THE ORIGINAL STARS MIKE MYERS EDDIE MURPHY CAMERON DIAZ AND ANTONIO BANDERAS THE FILM WOULD BE A REAL BUST
",NEGATIVE
"UNLESS YOUR KIDS ARE DYING TO SEE IT ID WAIT FOR THE DVD
",NEGATIVE
"I GIVE SHREK FOREVER AFTER DIRECTED BY MIKE MITCHELL A GRADE OF B MINUS
",POSITIVE
"UM SO CHANNING TATUM AND MARLON ARE TRANSPORTING IT THEY GET AMBUSHED BY UM I THINK ITS COBRA ITS KINDA HARD TO EXPLAIN IT
",POSITIVE
" CUZ ITS LIKE THE DUDE THAT MADE THE TECHNOLOGIES I I CANT RUIN THE MOVIE 
",POSITIVE
"UM FROM THERE IT JUST GOES INTO RIDICULOUSNESS 
",NEGATIVE
"THE THING ABOUT THIS MOVIE IS LIKE I I I WANNA COMPARE IT TO TRANSFORMERS 2 AND I ACTUALLY DID 
",POSITIVE
" BUT THEY HAVE A LOT OF ADULT SITUATIONS IN IT
",POSITIVE
"BUT THE THING ABOUT GI JOE COMPARED TO TRANSFORMERS IS TRANSFOMERS 2 DIDNT KNOW WHAT IT WANTED TO DO
",NEGATIVE
"LIKE IN SOME PARTS YOU HAD PEOPLE GETTING KILLED AND THE NEXT PART YOU HAD FART JOKES AND STUPID FRAT HUMOR AND ALL THAT OTHER CRAP
",NEGATIVE
" AS FOR GI JOE WAS IT WAS JUST LIKE LAUGHING ITS THE THE PLOT THE THE ACTING IS TERRIBLE 
",NEGATIVE
"THE PLOT IS RIDICULOUS BUT NO ONE TOOK IT SERIOUSLY
",NEGATIVE
"LIKE LIKE EVEN THE ACTORS WERE JUST LIKE YOU KNOW ITS A MOVIE ABOUT A FUCKING TOY
",NEGATIVE
" LAUGHING SO THEYRE JUST SITTING THERE
",POSITIVE
" LIKE THIS ONE PART WHERE THE GIRLS LIKE MY DADDY TAUGHT ME TO WIN WIN AND THEN SHES LOOKING IN THE CAMERA AND IM LIKE WOW LIKE UM THIS ACTINGS PRETTY BAD 
",NEGATIVE
"BUT THE THEY THEY KNEW IT WAS JUST A MOVIE ABOUT A A A A DOLL SO THEY DIDNT TAKE IT SERIOUSLY
",NEGATIVE
"LIKE KNOWING IS HALF THE BATTLE 
",POSITIVE
" BUT THE MOVIE WAS WELL IT WAS RIDICULOUSLY TERRIBLE
",NEGATIVE
"LIKE IT WAS LIKE THE ACTING WAS TERRIBLE THE ACTION MADE UP FOR IT
",NEGATIVE
" THERE WAS PARTS THIS IVE SEEN SOME CREATIVE DEPTHS IN THIS MOVIE IVE NEVER SEEN BEFORE
",POSITIVE
" IVE SEEN PEOPLE GET SHOT IN THE EYE YOU KNOW AND THAT WOULD BE IT BUT PEOPLE GETTING SHOT IN THE EYE AND THEN THE THEY HEADS EXPLODE AND THEN SOME DUDE GET HIS TORSO CUT OPEN AND AND SOME DUDES HANGING OUT OF THE CAR HIS HEAD GOT BLOWN OFF AND FREAKING PEOPLE ARE FLYING AND JUMPING
",NEGATIVE
"SO YOU BETTER APPRECIATE THIS REVIEW
",POSITIVE
"BUT TO ANY OF YOU WHO ARE I EXPECT A THUMBS UP
",POSITIVE
"THEYRE BACK TO YOU HAVING TWO KILLERS THANKFULLY
",POSITIVE
"BECAUSE IT DOES MAKE A LOT MORE SENSE HAVING THE KILLER BE ABLE TO BE EVERYWHERE IF THERES TWO OF THEM
",POSITIVE
"HMPH MY OVERALL OPINION OF THE RESULTS OF THIS PROCESS ARE ITS BETTER THAN SCREAM 3
",POSITIVE
" AND ACTUALLY IS BETTER THAN SCREAM 2
",POSITIVE
"I THINK ITS HIGHLY UNDERRATED
",POSITIVE
" I HATED SCREAM 3
",NEGATIVE
"BUT I THINK THIS ONE DID BEAT SCREAM 2
",POSITIVE
" NOW I DIDNT REALLY LIKE THE FIRST HOUR THAT MUCH THOUGH
",NEGATIVE
" IM SURE YOU ALL REMEMBER THE STAB MOVIES THAT WERE BASED ON THE SCREAM MOVIES OR THE EXPERIENCES OF SIDNEY IN UNIVERSE SO THAT PEOPLE COULD COMMENT ON THE KILLERS REENACTING THE MOVIES OR FOLLOWING UP THE MOVIES WELL IN THE FIRST HOUR THOSE BECOME WAY WAY WAY TOO MUCH OF A PLOT POINT BASICALLY
",NEGATIVE
" I THINK XXX I WANT TO SEE IT
",POSITIVE
"BUT IT ACTUALLY BASICALLY MAKES THE CHARACTERS CONGITION NOT JUST OF THE GENRE WITHIN WHICH THEY ARE IN BUT OF THEIR OWN FRANCHISE TO A RIDICULOUS EXTENT
",NEGATIVE
"IM JUST KINDA LIKE NO THIS IS GOING TO FAR
",NEGATIVE
"WHAT WHATEVER THE NAME IS TOO LONG
",NEGATIVE
"ITS A VERY INTERESTING IDEA
",POSITIVE
"AND ITS THEY LOOKED LIKE IT HAD A GOOD CORE
",POSITIVE
"BUT HM IT JUST TOO MANY PROBLEMS WITH IT
",NEGATIVE
"THE FIRST PROBLEM IS THAT ITS ALL TOLD IN FLASHBACK FROM A POINT JUST BEFORE KATRINA HITS NEW ORLEANS
",NEGATIVE
"I DIDNT NEED ANY OF THAT CRAP
",NEGATIVE
"I DONT NEED IT ALL TOLD IN FLASHBACK
",NEGATIVE
"I DONT NEED THE ADDED ELEMENT OF KATRINA
",NEGATIVE
"IT DOSENT IT JUST ITS TOO MUCH CRAP IN HERE
",NEGATIVE
" THE THE MOVIES IS TOO LONG 
",NEGATIVE
"THEY JUST NEED TO CUT THAT OUT
",NEGATIVE
" ANOTHER THING IS WE DONT NEED HIS ENTIRE LIFE
",NEGATIVE
" TH WE DO NOT NEED THE ENTIRE SPAN BIRTH TO DEATH 
",NEGATIVE
"JUST GIVE ME A NICE INTERESTING CHOKE
",POSITIVE
"AND SCALE IT DOWN ON LIKE TWO HOURS
",NEGATIVE
" THIS ALSO FALLS IN TO THE TRANDY IS VERY POPULAR THESE DAYS IF YOU DO A WHOLE ALL OF CGI 
",NEGATIVE
"UM AND IF YOURE GONNA DO MOSTLY CGI JUST MAKE AN ANIMATED MOVIE
",NEGATIVE
" THIS LOOKS LIKE IT JUST HAS A POLYURETHANE COATING ON IT 
",NEGATIVE
"MAKES HIM LOOK TOO TOO GOOD
",NEGATIVE
" BUT DONT GET ME WRONG ITS NOT ALL BAD
",NEGATIVE
"ITS GOT MY TWO FAVORITE ACRESSES IN IT TILDA SWINTON AND CATE BLANCHETT
",POSITIVE
" LIKE I SAID BEFORE IS A VERY INTERESTING IDEA
",POSITIVE
" AND THEY DID A LOT OF GOOD THINGS WITH IT
",POSITIVE
"BUT ITS ITS LIKE SOMEONE MADE YOU A KICK ASS SANDWICH BUT THEY PUT MAYONNAISE ON IT AND YOU DONT LIKE MAYONNAISE AND ITS NOT LIKE TOMATO OR LETTUCE WHERE YOU CAN PICK IT OFF NO ITS GOT IT MAYONNAISE IN ITS ALL OVER EVERYTHING AND NOW YOURE STUCK WITH THIS KICK ASS SANDWICH THAT WOULD BE KICK ASS IF IT DIDNT HAVE MAYONNAISE ON IT BUT IT HAS MAYONNAISE ON IT OR YOU GO MAKE ANOTHER SANDWICH GO MAKE ANOTHER SANDWICH
",NEGATIVE
" THIS MOVIE IS JUST NOT QUITE GOOD ENOUGH
",NEGATIVE
" I REALLY LIKED DAVID FINCH
",POSITIVE
"I LIKED ALL THE UM I LIKE THE CAST
",POSITIVE
"BUT AND ITS A GOOD STORY
",POSITIVE
"BUT CLAP HUH ITS A PASS
",NEGATIVE
" MY NEIGHBOR PROBABLY THINKS IM CRAZY YELLING ABOUT MOVIES TO A CAMERA 
",NEGATIVE
"IT ONLY HAD THE POTENTIAL TO BE A FILM THAT WAS BOTH PROVKING AND ACTION PACKED
",NEGATIVE
"BUT UNFORTUNATELY ITS JUST AN UGLY WILD VIOLENT UNVOLVING AND SADISTIC EXERCISE
",NEGATIVE
"THAT I GOT VERY LITTLE JOY OUT OF
",NEGATIVE
"IN FACT I GOT MOSTLY PAIN OUT OF IT
",NEGATIVE
"WHEN SHE GETS THERE IS FORCED TO NOT ONLY BE TRAPPED IN THE VOCATION THAT SHE OBVIOUSLY DOESNT WANNA BE IN
",NEGATIVE
"NOW IT ALSO TAKES SO REALLY CREEPY XXXOF THE FACT THAT EMILY BROWNING IN THIS MOVIE LOOKS LIKE SHES UNDERAGE
",NEGATIVE
"BUT I DONT KNOW
",NEGATIVE
"THAT KIND OF LOOKS LIKE VIDEO GAME IN A CERTAIN WAY
",NEGATIVE
"AND LATER TIME SHE GOES LIKE A WORLD WAR II BATTLEFIELD UM CASTLE THIS KIND OF PULLED OUT OF LORD OF THE RINGS
",NEGATIVE
"ITS KIND OF PLAYING WITH THE IDEA WHATS REAL WHATS NOT WHAT THE MATRIX FILMS DID
",POSITIVE
" I WOULD PUT MONEY ON IT THAT IT IS GOING TO BE THE BLOCKBUSTER HIT OF THE SUMMER IN TERMS OF WHEN YOU LOOK AT ALL THE MOVIES
",POSITIVE
"I IM A CAP GUY CAPTAIN AMERICA FAN 
",POSITIVE
"I THINK THAT WOULD DO VERY WELL
",POSITIVE
" UM SO I THINK THOR IS REALLY GONNA DO WELL
",POSITIVE
"I THINK ITS GONNA CATAPULT CHRIS HEMSWORTH TO BE EVEN A BIGGER STAR
",POSITIVE
